image,session,chunk,eye,frame_idx,size,md5,scene,width,height,src_path
0_Parade_Parade_0_1014.jpg,0--Parade,,,,631543,786d847cc8aa971fa1f6989e0c9ea492,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye/images/0--Parade/0_Parade_Parade_0_1014.jpg
0_Parade_Parade_0_1019.jpg,0--Parade,,,,225132,eb233b1a58ba18698ba53d57546bf128,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye/images/0--Parade/0_Parade_Parade_0_1019.jpg
0_Parade_Parade_0_1040.jpg,0--Parade,,,,143062,5d7621abe442cf31a524ae2520917fb1,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye/images/0--Parade/0_Parade_Parade_0_1040.jpg
0_Parade_Parade_0_1041.jpg,0--Parade,,,,535164,96c9d0ced3c5e9c2f2c7ed4b7753061a,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye/images/0--Parade/0_Parade_Parade_0_1041.jpg
0_Parade_Parade_0_1042.jpg,0--Parade,,,,658944,4cd3b42bbb2d86aa337850afd5aaa875,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye/images/0--Parade/0_Parade_Parade_0_1042.jpg
0_Parade_Parade_0_106.jpg,0--Parade,,,,516136,fe06ad0dcdeab1f04bfd8cb2bec39321,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye/images/0--Parade/0_Parade_Parade_0_106.jpg
0_Parade_Parade_0_109.jpg,0--Parade,,,,118911,8f660d1aace8ac3dfcf7f1c536c0a525,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye/images/0--Parade/0_Parade_Parade_0_109.jpg
0_Parade_Parade_0_11.jpg,0--Parade,,,,587986,9817e3fea15ca92186e527f3726566e2,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye/images/0--Parade/0_Parade_Parade_0_11.jpg
0_Parade_Parade_0_110.jpg,0--Parade,,,,510373,46d9d9d67018f518ab6876b240856d9a,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye/images/0--Parade/0_Parade_Parade_0_110.jpg
0_Parade_Parade_0_123.jpg,0--Parade,,,,172660,a91ec2ab39710b5d7fa2691637bc3fe3,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye/images/0--Parade/0_Parade_Parade_0_123.jpg
0_Parade_Parade_0_126.jpg,0--Parade,,,,405265,75d539823bffb6da16ecdc7f760da464,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye/images/0--Parade/0_Parade_Parade_0_126.jpg
0_Parade_Parade_0_127.jpg,0--Parade,,,,764444,833ff50cf64651d5dcca233824796d35,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye/images/0--Parade/0_Parade_Parade_0_127.jpg
0_Parade_Parade_0_129.jpg,0--Parade,,,,458876,df800addc943c5f92a64abe15df2edcc,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye/images/0--Parade/0_Parade_Parade_0_129.jpg
0_Parade_Parade_0_132.jpg,0--Parade,,,,463291,a3c3aab752df841a75c416d1a1281555,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye/images/0--Parade/0_Parade_Parade_0_132.jpg
0_Parade_Parade_0_136.jpg,0--Parade,,,,685501,17a88c095f86b9c707e7c14e85c20cee,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye/images/0--Parade/0_Parade_Parade_0_136.jpg
0_Parade_Parade_0_138.jpg,0--Parade,,,,636118,a6ebad1aebdda56d2e5c16b2aa399ac7,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye/images/0--Parade/0_Parade_Parade_0_138.jpg
0_Parade_Parade_0_140.jpg,0--Parade,,,,661253,8942b67ab2470e6c105efc47b87cc9e1,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye/images/0--Parade/0_Parade_Parade_0_140.jpg
0_Parade_Parade_0_142.jpg,0--Parade,,,,512662,115841ef9506a16e786ce23a64382931,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye/images/0--Parade/0_Parade_Parade_0_142.jpg
0_Parade_Parade_0_145.jpg,0--Parade,,,,633990,d5424a09a8f25936d6e336f2e76224fe,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye/images/0--Parade/0_Parade_Parade_0_145.jpg
