image,x1,y1,x2,y2,ignore
20260417_080627_RTYMEH_c000_f001470.jpg,416.2,405.0,444.6,450.3,0
20260417_080627_RTYMEH_c000_f002730.jpg,817.6,677.9,880.2,725.9,0
20260417_080627_RTYMEH_c000_f003150.jpg,843.2,682.1,915.1,733.5,0
20260417_083705_UNVTXL_c000_f004200.jpg,784.1,543.8,888.4,621.6,0
20260417_083705_UNVTXL_c000_f004380.jpg,798.3,468.8,889.8,535.2,0
20260417_083705_UNVTXL_c000_f005670.jpg,637.4,410.1,697.5,473.4,0
20260417_083705_UNVTXL_c000_f006060.jpg,343.4,426.7,392.0,489.4,0
20260422_023007_VDFPYA_c000_f009180.jpg,840.4,609.5,947.5,756.0,0
20260422_023007_VDFPYA_c000_f009180.jpg,2070.1,895.2,2133.1,988.5,0
20260422_023007_VDFPYA_c000_f010740.jpg,2080.3,857.7,2130.8,942.9,0
20260422_090858_TVELVZ_c000_f001560.jpg,2111.7,558.5,2166.9,608.3,0
20260422_090858_TVELVZ_c000_f003900.jpg,1705.0,594.3,1750.9,646.6,0
20260422_090858_TVELVZ_c000_f005730.jpg,1897.6,598.3,1927.1,631.2,0
20260422_090858_TVELVZ_c000_f005730.jpg,2221.8,671.4,2254.7,722.1,0
20260422_090858_TVELVZ_c000_f008250.jpg,2032.8,731.2,2071.2,774.7,0
20260422_090858_TVELVZ_c000_f009780.jpg,1666.8,748.5,1699.0,798.0,0
20260422_090858_TVELVZ_c000_f009780.jpg,1944.8,802.3,2000.0,837.3,0
20260422_090858_TVELVZ_c000_f011070.jpg,1728.1,577.4,1757.6,632.4,0
20260422_090858_TVELVZ_c000_f011070.jpg,2007.0,666.3,2064.9,721.6,0
20260422_094411_LKRQMZ_c000_f003240.jpg,1933.4,221.3,1971.8,278.3,0
20260423_003016_CNGWDY_c000_f001320.jpg,1585.6,0.0,1909.7,449.6,0
20260423_003016_CNGWDY_c000_f001440.jpg,1329.1,306.8,1406.8,387.4,0
20260423_003016_CNGWDY_c000_f001440.jpg,1578.6,0.0,2013.3,363.2,0
20260423_003016_CNGWDY_c000_f001500.jpg,1774.6,270.6,2133.1,806.2,0
20260423_003016_CNGWDY_c000_f003210.jpg,534.7,0.0,926.5,183.4,0
20260423_004937_EQWWDK_c000_f003120.jpg,2082.4,498.4,2116.4,539.1,0
20260423_004937_EQWWDK_c000_f007050.jpg,2059.1,420.2,2097.8,468.3,0
20260423_004937_EQWWDK_c000_f007260.jpg,2049.1,436.1,2102.6,495.9,0
20260423_004937_EQWWDK_c000_f007680.jpg,2055.2,415.1,2095.0,453.4,0
20260423_011810_EDJTCK_c000_f002160.jpg,824.8,797.1,859.5,837.5,0
20260423_011810_EDJTCK_c000_f002370.jpg,1203.1,934.3,1246.9,983.8,0
20260423_011810_EDJTCK_c000_f002430.jpg,1793.0,615.8,1840.7,690.5,0
20260423_011810_EDJTCK_c000_f002910.jpg,1824.2,523.4,1861.9,566.4,0
20260423_011810_EDJTCK_c000_f003450.jpg,224.4,553.1,315.4,638.7,0
20260423_011810_EDJTCK_c000_f009120.jpg,1042.7,165.2,1102.8,226.7,0
20260423_011810_EDJTCK_c000_f009540.jpg,624.6,252.1,699.1,323.9,0
20260423_011810_EDJTCK_c000_f009660.jpg,502.6,913.2,543.1,961.2,0
20260423_014918_TNXXGX_c001_f003000.jpg,1818.6,833.1,1874.0,895.7,0
20260423_014918_TNXXGX_c001_f003420.jpg,1146.1,785.0,1205.2,864.9,0
20260423_014918_TNXXGX_c001_f004590.jpg,1690.4,494.9,1754.8,556.6,0
20260423_014918_TNXXGX_c001_f007020.jpg,1427.3,547.5,1496.9,650.6,0
20260423_014918_TNXXGX_c001_f009060.jpg,1633.6,438.9,1723.9,529.3,0
20260423_014918_TNXXGX_c001_f009390.jpg,1747.2,738.5,1809.1,813.3,0
20260423_020024_KUSHFP_c000_f008070.jpg,1740.4,501.0,1786.5,558.5,0
20260423_020024_KUSHFP_c000_f008070.jpg,1934.8,479.0,2051.0,652.9,0
20260423_020024_KUSHFP_c000_f008190.jpg,1832.6,546.8,1870.8,599.9,0
20260423_020024_KUSHFP_c000_f008190.jpg,1984.2,490.8,2047.0,560.9,0
20260423_020024_KUSHFP_c000_f008190.jpg,2104.0,594.0,2165.0,683.8,0
20260423_020024_KUSHFP_c000_f008220.jpg,2074.5,598.5,2148.0,741.5,0
20260423_020024_KUSHFP_c000_f008220.jpg,2170.9,570.2,2258.4,725.9,0
20260423_024729_XSPHBQ_c004_f001080.jpg,1865.9,249.4,1908.7,310.1,0
20260423_031840_QCEWFL_c001_f001710.jpg,1185.4,591.0,1242.2,651.3,0
20260423_031840_QCEWFL_c001_f002250.jpg,1860.1,704.3,1924.1,785.7,0
20260423_031840_QCEWFL_c001_f004800.jpg,2007.4,741.3,2051.4,805.1,0
20260423_031840_QCEWFL_c001_f005280.jpg,1363.0,476.5,1421.0,553.2,0
20260423_031840_QCEWFL_c001_f007590.jpg,934.2,527.4,1048.3,613.9,0
20260423_031840_QCEWFL_c001_f007590.jpg,1010.1,1038.8,1139.1,1191.1,0
20260423_031840_QCEWFL_c001_f007590.jpg,1996.3,334.0,2028.2,375.8,0
20260423_034355_KESSJY_c000_f000600.jpg,316.6,507.3,360.8,564.4,0
20260423_034355_KESSJY_c000_f001440.jpg,376.4,443.8,462.3,537.7,0
20260423_034355_KESSJY_c000_f001830.jpg,567.8,423.5,597.8,461.5,0
20260423_034355_KESSJY_c000_f003360.jpg,480.3,451.7,518.9,498.5,0
20260423_034355_KESSJY_c000_f003900.jpg,394.8,462.9,436.0,510.4,0
20260423_034355_KESSJY_c000_f003900.jpg,496.6,451.2,531.2,508.0,0
20260423_034355_KESSJY_c000_f004410.jpg,350.8,451.9,402.0,506.9,0
20260423_034355_KESSJY_c000_f004410.jpg,444.2,468.8,500.8,529.1,0
20260423_034355_KESSJY_c000_f006150.jpg,325.0,465.8,370.2,523.2,0
20260423_034355_KESSJY_c000_f006510.jpg,357.1,488.6,405.8,545.9,0
20260423_034355_KESSJY_c000_f008190.jpg,348.5,482.8,393.7,541.5,0
20260423_034355_KESSJY_c000_f008340.jpg,162.5,648.9,197.2,693.4,0
20260423_045937_SVYUZG_c001_f000000.jpg,1450.6,299.8,1566.3,385.6,0
20260423_053332_EWWHHF_c001_f000090.jpg,1228.7,472.7,1293.0,510.9,0
20260423_053332_EWWHHF_c001_f000120.jpg,1256.9,437.3,1293.0,484.0,0
20260423_072339_NRPDHG_c000_f001650.jpg,268.2,266.2,321.0,352.9,0
20260423_072339_NRPDHG_c000_f002550.jpg,354.8,225.7,411.4,288.6,0
20260423_072339_NRPDHG_c000_f003570.jpg,383.4,185.8,424.4,251.4,0
20260423_072339_NRPDHG_c000_f004170.jpg,354.1,227.1,407.2,287.2,0
20260423_072339_NRPDHG_c000_f004530.jpg,265.6,236.0,319.9,362.5,0
20260423_072339_NRPDHG_c000_f004530.jpg,515.2,283.0,573.4,334.4,0
20260423_072339_NRPDHG_c000_f004530.jpg,579.2,261.9,657.4,317.6,0
20260423_072339_NRPDHG_c000_f004860.jpg,475.6,243.1,533.3,311.0,0
20260423_072339_NRPDHG_c000_f005610.jpg,338.0,247.5,400.6,315.5,0
20260423_072339_NRPDHG_c000_f005640.jpg,247.9,317.1,318.0,391.2,0
20260423_072339_NRPDHG_c000_f006000.jpg,443.3,245.8,504.0,312.2,0
20260423_072339_NRPDHG_c000_f006240.jpg,260.3,300.3,323.8,391.6,0
20260423_075747_BENRSA_c000_f004530.jpg,1970.2,902.7,2001.6,958.6,0
20260423_082201_YZWRJE_c000_f007560.jpg,1155.6,454.5,1190.3,495.7,0
20260423_094210_PRGUYC_c003_f006030.jpg,655.6,272.5,695.1,326.0,0
20260423_094210_PRGUYC_c003_f009360.jpg,686.1,259.1,739.6,323.2,0
20260423_102603_NGAEPE_c001_f000660.jpg,1959.9,808.6,2045.4,916.3,0
20260423_102603_NGAEPE_c001_f001140.jpg,486.3,424.9,502.6,447.0,0
20260423_102603_NGAEPE_c001_f001140.jpg,1989.3,779.8,2079.8,918.7,0
20260423_102603_NGAEPE_c001_f001230.jpg,2142.2,738.9,2261.2,912.5,0
20260514_032843_ZTQDSE_c002_f002490.jpg,301.0,548.7,373.4,631.9,0
20260514_032843_ZTQDSE_c002_f003540.jpg,1794.9,673.3,1868.7,752.2,0
20260514_032843_ZTQDSE_c002_f003570.jpg,1443.1,546.4,1539.5,656.5,0
20260515_005609_NKSHBS_c000_f001110.jpg,827.6,121.1,886.3,181.8,0
20260515_005609_NKSHBS_c000_f001410.jpg,1168.9,7.5,1277.1,90.5,0
20260515_005609_NKSHBS_c000_f002910.jpg,574.8,1041.3,627.2,1092.8,0
20260515_005609_NKSHBS_c000_f003240.jpg,1650.6,625.4,1979.0,1101.8,0
20260515_005609_NKSHBS_c000_f003510.jpg,953.3,679.1,1002.9,736.1,0
20260515_005609_NKSHBS_c000_f003540.jpg,982.9,681.7,1029.0,735.0,0
20260515_005609_NKSHBS_c000_f004020.jpg,1685.9,556.9,1768.3,649.0,0
20260515_005609_NKSHBS_c000_f004080.jpg,622.5,302.9,712.1,397.1,0
