image,session,chunk,eye,frame_idx,size,md5,src_key,src_frame,oss_key
20260416_061151_TUZKZT_c000_f002760.jpg,20260416_061151_TUZKZT,000,left,2760,442471,fc199cca181f9d8c26c5f933b2910b50,20260416_061151_TUZKZT/chunk_000/vst_left/vst_left_video.mp4,2760,pii/data/face_mine_v1/20260416_061151_TUZKZT_c000_f002760.jpg
20260416_062911_WTVGJZ_c000_f004290.jpg,20260416_062911_WTVGJZ,000,left,4290,443576,867322e3e36964b88bc1dd047b5c764d,20260416_062911_WTVGJZ/chunk_000/vst_left/vst_left_video.mp4,4290,pii/data/face_mine_v1/20260416_062911_WTVGJZ_c000_f004290.jpg
20260416_084618_YLQDQB_c000_f000240.jpg,20260416_084618_YLQDQB,000,left,240,379071,d5b43cf48723b62c02e5940741555917,20260416_084618_YLQDQB/chunk_000/vst_left/vst_left_video.mp4,240,pii/data/face_mine_v1/20260416_084618_YLQDQB_c000_f000240.jpg
20260416_084618_YLQDQB_c000_f000720.jpg,20260416_084618_YLQDQB,000,left,720,373540,66f440c8f12b297be6c99503271eec5b,20260416_084618_YLQDQB/chunk_000/vst_left/vst_left_video.mp4,720,pii/data/face_mine_v1/20260416_084618_YLQDQB_c000_f000720.jpg
20260416_090536_APJCNV_c000_f000090.jpg,20260416_090536_APJCNV,000,left,90,379042,75f79ef5b4ab2977f10585e98d3dfc52,20260416_090536_APJCNV/chunk_000/vst_left/vst_left_video.mp4,90,pii/data/face_mine_v1/20260416_090536_APJCNV_c000_f000090.jpg
20260416_090536_APJCNV_c000_f000870.jpg,20260416_090536_APJCNV,000,left,870,369266,e1c2e11146dcf7f4d62b64184d8fb9de,20260416_090536_APJCNV/chunk_000/vst_left/vst_left_video.mp4,870,pii/data/face_mine_v1/20260416_090536_APJCNV_c000_f000870.jpg
20260417_032135_YRFJZY_c000_f003300.jpg,20260417_032135_YRFJZY,000,left,3300,418500,6258be634fc937f0c8039bdcbc56acd5,20260417_032135_YRFJZY/chunk_000/vst_left/vst_left_video.mp4,3300,pii/data/face_mine_v1/20260417_032135_YRFJZY_c000_f003300.jpg
20260417_071645_RDBWJT_c000_f001200.jpg,20260417_071645_RDBWJT,000,left,1200,430370,01f05e87db4f8a0a8c65d8dd81306b0f,20260417_071645_RDBWJT/chunk_000/vst_left/vst_left_video.mp4,1200,pii/data/face_mine_v1/20260417_071645_RDBWJT_c000_f001200.jpg
20260417_072423_XNNYPA_c001_f005580.jpg,20260417_072423_XNNYPA,001,left,5580,423765,720e3781eaba08d6e0636febe92fbd95,20260417_072423_XNNYPA/chunk_001/vst_left/vst_left_video.mp4,5580,pii/data/face_mine_v1/20260417_072423_XNNYPA_c001_f005580.jpg
20260417_073649_FWGUJX_c001_f004080.jpg,20260417_073649_FWGUJX,001,left,4080,428897,483425e267aa6570041cd884ed7fb6c2,20260417_073649_FWGUJX/chunk_001/vst_left/vst_left_video.mp4,4080,pii/data/face_mine_v1/20260417_073649_FWGUJX_c001_f004080.jpg
20260417_080627_RTYMEH_c000_f001350.jpg,20260417_080627_RTYMEH,000,left,1350,421845,f44926ddf55da69d500d984f495e3ddb,20260417_080627_RTYMEH/chunk_000/vst_left/vst_left_video.mp4,1350,pii/data/face_mine_v1/20260417_080627_RTYMEH_c000_f001350.jpg
20260417_080627_RTYMEH_c000_f001440.jpg,20260417_080627_RTYMEH,000,left,1440,446078,be7ee74ad089b6a52b8712ff487aacc4,20260417_080627_RTYMEH/chunk_000/vst_left/vst_left_video.mp4,1440,pii/data/face_mine_v1/20260417_080627_RTYMEH_c000_f001440.jpg
20260417_080627_RTYMEH_c000_f001470.jpg,20260417_080627_RTYMEH,000,left,1470,441998,db2538a71eca9092e2be40dac332fed0,20260417_080627_RTYMEH/chunk_000/vst_left/vst_left_video.mp4,1470,pii/data/face_mine_v1/20260417_080627_RTYMEH_c000_f001470.jpg
20260417_080627_RTYMEH_c000_f002730.jpg,20260417_080627_RTYMEH,000,left,2730,449430,702c62366cece9fa1247c4f18b3de602,20260417_080627_RTYMEH/chunk_000/vst_left/vst_left_video.mp4,2730,pii/data/face_mine_v1/20260417_080627_RTYMEH_c000_f002730.jpg
20260417_080627_RTYMEH_c000_f003150.jpg,20260417_080627_RTYMEH,000,left,3150,448800,b516a220e565598a8863f4ced76bddb9,20260417_080627_RTYMEH/chunk_000/vst_left/vst_left_video.mp4,3150,pii/data/face_mine_v1/20260417_080627_RTYMEH_c000_f003150.jpg
20260417_080627_RTYMEH_c000_f003720.jpg,20260417_080627_RTYMEH,000,left,3720,450937,2f97c59fd22de7a8fd913b0b99fa3c0f,20260417_080627_RTYMEH/chunk_000/vst_left/vst_left_video.mp4,3720,pii/data/face_mine_v1/20260417_080627_RTYMEH_c000_f003720.jpg
20260417_082602_VVHYNB_c002_f000030.jpg,20260417_082602_VVHYNB,002,left,30,440471,5f922ae0af6c8114e52b96abf4a24d92,20260417_082602_VVHYNB/chunk_002/vst_left/vst_left_video.mp4,30,pii/data/face_mine_v1/20260417_082602_VVHYNB_c002_f000030.jpg
20260417_082602_VVHYNB_c002_f001140.jpg,20260417_082602_VVHYNB,002,left,1140,447642,8c2ef4ee89616f764cf10489be7448e6,20260417_082602_VVHYNB/chunk_002/vst_left/vst_left_video.mp4,1140,pii/data/face_mine_v1/20260417_082602_VVHYNB_c002_f001140.jpg
20260417_082602_VVHYNB_c002_f002850.jpg,20260417_082602_VVHYNB,002,left,2850,437753,1191232165e18b74b91560757fec09ef,20260417_082602_VVHYNB/chunk_002/vst_left/vst_left_video.mp4,2850,pii/data/face_mine_v1/20260417_082602_VVHYNB_c002_f002850.jpg
20260417_083705_UNVTXL_c000_f004200.jpg,20260417_083705_UNVTXL,000,left,4200,407496,ce1a92074fa9e1a90fe29addf075329a,20260417_083705_UNVTXL/chunk_000/vst_left/vst_left_video.mp4,4200,pii/data/face_mine_v1/20260417_083705_UNVTXL_c000_f004200.jpg
20260417_083705_UNVTXL_c000_f004380.jpg,20260417_083705_UNVTXL,000,left,4380,412609,bae0310de32bee682f0a9b4761491e22,20260417_083705_UNVTXL/chunk_000/vst_left/vst_left_video.mp4,4380,pii/data/face_mine_v1/20260417_083705_UNVTXL_c000_f004380.jpg
20260417_083705_UNVTXL_c000_f005670.jpg,20260417_083705_UNVTXL,000,left,5670,434270,ac525c431ff568b2e662988d5125b201,20260417_083705_UNVTXL/chunk_000/vst_left/vst_left_video.mp4,5670,pii/data/face_mine_v1/20260417_083705_UNVTXL_c000_f005670.jpg
20260417_083705_UNVTXL_c000_f006060.jpg,20260417_083705_UNVTXL,000,left,6060,421230,0ca820fe043788921223d82f4c5cfa9f,20260417_083705_UNVTXL/chunk_000/vst_left/vst_left_video.mp4,6060,pii/data/face_mine_v1/20260417_083705_UNVTXL_c000_f006060.jpg
20260417_084203_HXEPXM_c002_f002130.jpg,20260417_084203_HXEPXM,002,left,2130,456908,41bcb6f7756b90fbd17fc603e7dc3c11,20260417_084203_HXEPXM/chunk_002/vst_left/vst_left_video.mp4,2130,pii/data/face_mine_v1/20260417_084203_HXEPXM_c002_f002130.jpg
20260417_091444_RUJSHN_c001_f000240.jpg,20260417_091444_RUJSHN,001,left,240,462922,08236a952c9a2e2a7e8efceb180b5e8c,20260417_091444_RUJSHN/chunk_001/vst_left/vst_left_video.mp4,240,pii/data/face_mine_v1/20260417_091444_RUJSHN_c001_f000240.jpg
20260417_091444_RUJSHN_c001_f006840.jpg,20260417_091444_RUJSHN,001,left,6840,461340,fe5d99f8d237235daba4516ecfa92243,20260417_091444_RUJSHN/chunk_001/vst_left/vst_left_video.mp4,6840,pii/data/face_mine_v1/20260417_091444_RUJSHN_c001_f006840.jpg
