image,x1,y1,x2,y2,ignore
20260414_055719_ZUNSUJ_c000_left_f002549.jpg,554.3,548.9,603.2,627.7,0
20260414_055719_ZUNSUJ_c000_right_f001402.jpg,508.0,524.6,565.0,617.0,0
20260414_055719_ZUNSUJ_c000_right_f002332.jpg,521.7,535.4,575.9,600.6,0
20260414_060914_NVZEQS_c000_right_f000472.jpg,720.7,698.5,785.9,766.1,0
20260414_060914_NVZEQS_c000_right_f002332.jpg,702.6,633.8,767.5,683.3,0
20260414_060914_NVZEQS_c000_right_f002797.jpg,623.7,651.7,675.1,721.1,0
20260415_061902_ERLADM_c011_right_f004658.jpg,2145.7,1009.6,2213.0,1076.2,0
20260415_061902_ERLADM_c011_right_f006983.jpg,1262.0,0.0,1642.9,230.7,0
20260415_073827_ERJBXC_c000_left_f000286.jpg,1498.1,410.8,1559.8,469.9,0
20260415_073827_ERJBXC_c000_left_f000286.jpg,1786.5,503.8,1838.2,551.0,0
20260415_073827_ERJBXC_c000_left_f000286.jpg,1990.7,593.3,2020.0,634.0,0
20260415_073827_ERJBXC_c000_right_f004658.jpg,1535.1,360.1,1581.6,430.2,0
20260415_073827_ERJBXC_c000_right_f004658.jpg,1829.1,459.4,1877.8,504.3,0
20260415_073827_ERJBXC_c000_right_f004658.jpg,2039.6,555.0,2082.4,599.9,0
20260415_073827_ERJBXC_c000_right_f005123.jpg,1533.9,334.7,1597.5,405.5,0
20260415_073827_ERJBXC_c000_right_f005123.jpg,1818.2,439.4,1877.5,493.3,0
20260415_073827_ERJBXC_c000_right_f005123.jpg,2046.5,546.8,2086.6,591.0,0
20260416_051345_YDAZRL_c000_right_f000472.jpg,972.2,712.5,1000.1,753.2,0
20260417_094030_HACPKQ_c000_left_f000100.jpg,1833.5,217.5,1862.9,279.2,0
20260418_003331_BGDZXM_c023_right_f006053.jpg,1189.6,789.7,1261.8,878.5,0
20260418_072746_FZXEJB_c002_left_f000689.jpg,1179.1,443.1,1236.4,521.6,0
20260418_072746_FZXEJB_c002_right_f002332.jpg,1124.2,434.7,1185.9,513.6,0
20260419_005122_WRTECC_c018_left_f000689.jpg,1300.0,928.5,1355.6,987.1,0
20260419_005122_WRTECC_c018_right_f002332.jpg,1055.3,439.4,1251.3,630.2,0
20260419_060338_DXGPGB_c001_left_f000100.jpg,323.4,628.6,760.6,1060.7,0
20260419_060338_DXGPGB_c001_left_f000689.jpg,282.6,1444.0,991.5,1748.0,0
20260419_060338_DXGPGB_c001_right_f006983.jpg,203.2,715.6,261.7,780.5,0
20260419_071611_ZYQBYA_c004_left_f003728.jpg,987.8,390.7,1074.6,489.4,0
20260420_070024_WZSSPP_c000_right_f002797.jpg,261.9,232.5,339.7,340.0,0
20260420_070024_WZSSPP_c000_right_f005123.jpg,256.8,390.7,360.1,548.7,0
20260420_071515_ZGUXVJ_c000_left_f000286.jpg,422.5,313.2,509.1,384.2,0
20260420_071515_ZGUXVJ_c000_right_f002332.jpg,159.7,577.4,239.6,669.7,0
20260420_071515_ZGUXVJ_c000_right_f004193.jpg,350.8,437.2,401.3,509.9,0
20260420_091418_LMERMK_c000_right_f000937.jpg,578.5,490.0,652.8,575.8,0
20260420_091418_LMERMK_c000_right_f001402.jpg,162.5,692.7,228.4,770.9,0
20260420_091418_LMERMK_c000_right_f002332.jpg,274.7,312.0,350.4,403.3,0
20260420_091418_LMERMK_c000_right_f006053.jpg,571.3,529.5,630.9,598.0,0
20260420_113347_PJSQJT_c000_right_f006983.jpg,1825.2,361.1,1853.1,382.1,0
20260420_113347_PJSQJT_c000_right_f006983.jpg,1851.9,369.0,1879.9,390.0,0
20260420_113347_PJSQJT_c000_right_f006983.jpg,1878.0,376.0,1905.9,397.0,0
20260420_113347_PJSQJT_c000_right_f006983.jpg,1904.3,384.4,1932.2,405.4,0
20260420_113347_PJSQJT_c000_right_f006983.jpg,1929.9,391.6,1957.8,412.5,0
20260420_113347_PJSQJT_c000_right_f006983.jpg,1954.1,404.3,1982.1,425.3,0
20260420_113347_PJSQJT_c000_right_f006983.jpg,1980.0,412.5,2007.9,433.5,0
20260421_023212_PWUXWJ_c003_right_f001402.jpg,1210.8,343.5,1304.8,416.0,0
20260421_023212_PWUXWJ_c003_right_f005123.jpg,1200.3,338.1,1299.5,432.1,0
20260421_062815_XXBUHH_c002_left_f003479.jpg,1046.0,396.6,1130.0,486.3,0
20260421_062815_XXBUHH_c002_right_f002332.jpg,1154.5,366.9,1244.1,459.4,0
20260421_064747_PFAFGA_c000_left_f000100.jpg,1475.0,444.2,1616.8,493.3,0
20260421_064747_PFAFGA_c000_left_f000100.jpg,1643.3,509.0,1770.2,539.8,0
20260421_064747_PFAFGA_c000_left_f000100.jpg,1768.6,902.5,1842.6,940.4,0
20260421_064747_PFAFGA_c000_left_f000100.jpg,1849.8,885.9,1929.0,920.8,0
20260421_064747_PFAFGA_c000_right_f004193.jpg,2105.4,367.3,2186.9,419.0,0
20260421_070814_ZEALKP_c001_left_f000100.jpg,2163.6,644.8,2210.7,689.6,0
20260421_070814_ZEALKP_c001_right_f002332.jpg,2141.3,581.9,2191.8,638.7,0
20260421_070814_ZEALKP_c001_right_f006983.jpg,2016.3,411.0,2082.6,481.2,0
20260421_072148_YQRPBD_c000_left_f002549.jpg,2080.1,612.1,2130.6,670.2,0
20260421_072148_YQRPBD_c000_right_f002332.jpg,2210.4,654.5,2241.6,691.0,0
20260421_072148_YQRPBD_c000_right_f004193.jpg,2205.3,594.8,2244.2,641.0,0
20260421_075545_WXTGHN_c002_left_f003728.jpg,934.0,219.2,1075.3,281.8,0
20260421_095810_PZSPVH_c005_left_f003728.jpg,309.9,274.4,376.4,331.4,0
20260422_012224_AFBQZN_c001_right_f002332.jpg,279.6,292.1,313.8,344.4,0
20260422_012224_AFBQZN_c001_right_f002332.jpg,697.9,236.5,725.9,257.5,0
20260422_012224_AFBQZN_c001_right_f004193.jpg,756.8,103.0,784.8,123.9,0
20260422_015611_CVYNNY_c000_right_f004193.jpg,295.4,222.7,358.3,296.1,0
20260422_023819_NBJCWY_c000_right_f006053.jpg,2194.8,918.4,2254.0,1123.1,0
20260422_033957_SGCDCS_c001_right_f004193.jpg,2202.5,615.5,2250.2,662.8,0
20260422_033957_SGCDCS_c001_right_f004658.jpg,2183.9,581.6,2267.2,638.5,0
20260422_034930_PJYSEQ_c002_right_f000472.jpg,1150.0,1128.9,1216.1,1193.9,0
20260422_042300_BRWERV_c009_right_f006983.jpg,1180.5,547.6,1209.2,580.3,0
20260422_042300_BRWERV_c009_right_f006983.jpg,1232.4,559.4,1262.2,582.6,0
20260422_042300_BRWERV_c009_right_f006983.jpg,1449.9,494.0,1487.8,526.1,0
20260422_042300_BRWERV_c009_right_f006983.jpg,1543.0,1191.6,1570.9,1227.6,0
20260422_042300_BRWERV_c009_right_f006983.jpg,1557.0,1088.5,1585.8,1127.6,0
20260422_042300_BRWERV_c009_right_f006983.jpg,1570.9,970.1,1601.2,1010.2,0
20260422_042300_BRWERV_c009_right_f006983.jpg,1588.9,693.1,1621.7,740.6,0
20260422_042300_BRWERV_c009_right_f006983.jpg,1591.9,549.6,1631.7,592.6,0
20260422_042300_BRWERV_c009_right_f006983.jpg,1803.5,210.6,1897.8,302.9,0
20260422_045711_UACKCF_c014_left_f005588.jpg,65.0,716.5,105.0,780.3,0
20260422_045711_UACKCF_c014_left_f005588.jpg,97.1,696.6,125.0,735.9,0
20260422_045711_UACKCF_c014_left_f005588.jpg,637.4,442.9,690.7,497.0,0
20260422_053416_VGXLZD_c000_right_f002797.jpg,952.4,0.0,985.9,34.3,0
20260422_053416_VGXLZD_c000_right_f002797.jpg,1188.7,96.5,1216.6,125.3,0
20260422_053416_VGXLZD_c000_right_f002797.jpg,1271.6,149.8,1299.5,172.4,0
20260422_053416_VGXLZD_c000_right_f002797.jpg,1315.8,167.6,1343.7,194.6,0
20260422_053416_VGXLZD_c000_right_f002797.jpg,1476.7,275.8,1504.6,296.8,0
20260422_055212_ZPCKVK_c004_right_f000937.jpg,861.1,253.3,978.9,361.7,0
20260422_055212_ZPCKVK_c004_right_f002332.jpg,766.4,172.5,885.1,286.7,0
20260422_062528_FNAJBL_c004_right_f000937.jpg,1281.6,515.3,1309.5,536.3,0
20260422_063504_XVKJQA_c013_left_f000100.jpg,583.6,156.8,661.9,242.3,0
20260422_063504_XVKJQA_c013_left_f000689.jpg,625.1,119.9,727.5,226.0,0
20260422_063504_XVKJQA_c013_right_f001402.jpg,669.3,43.0,772.7,132.0,0
20260422_063504_XVKJQA_c013_right_f003262.jpg,652.1,367.3,761.0,470.6,0
20260422_063504_XVKJQA_c013_right_f005123.jpg,505.9,235.3,597.6,278.3,0
20260422_082226_ZAPFFU_c002_left_f001867.jpg,1901.3,530.3,1932.9,581.2,0
20260422_082226_ZAPFFU_c002_left_f001867.jpg,1973.0,562.5,2016.0,607.1,0
20260422_082226_ZAPFFU_c002_right_f003262.jpg,2074.7,517.4,2111.0,560.8,0
20260422_082226_ZAPFFU_c002_right_f003262.jpg,2122.7,532.1,2163.2,566.0,0
20260422_093524_TWDCMU_c000_right_f001402.jpg,785.2,803.2,813.2,824.2,0
20260422_093524_TWDCMU_c000_right_f001402.jpg,915.4,1450.0,943.3,1471.8,0
20260422_093524_TWDCMU_c000_right_f001402.jpg,1005.2,1466.9,1033.2,1487.9,0
20260422_093524_TWDCMU_c000_right_f001402.jpg,1012.4,789.7,1040.4,810.7,0
20260422_093524_TWDCMU_c000_right_f001402.jpg,1027.1,816.5,1055.0,837.5,0
20260422_093524_TWDCMU_c000_right_f001402.jpg,1102.8,1480.4,1130.7,1502.2,0
20260422_093524_TWDCMU_c000_right_f001402.jpg,1468.5,889.2,1496.4,911.4,0
20260422_093524_TWDCMU_c000_right_f001402.jpg,1543.9,892.0,1571.9,913.3,0
20260422_093524_TWDCMU_c000_right_f001402.jpg,1605.2,890.1,1633.1,911.1,0
20260422_093524_TWDCMU_c000_right_f001402.jpg,1647.5,882.2,1675.5,907.9,0
20260422_093524_TWDCMU_c000_right_f001402.jpg,1747.9,894.6,1775.8,915.6,0
20260422_093524_TWDCMU_c000_right_f001402.jpg,1791.2,894.6,1819.1,915.6,0
20260422_093524_TWDCMU_c000_right_f001402.jpg,1843.5,892.7,1871.5,913.7,0
20260422_093524_TWDCMU_c000_right_f001402.jpg,1874.7,894.5,1902.7,915.4,0
20260422_093524_TWDCMU_c000_right_f001402.jpg,1923.2,896.4,1951.1,917.4,0
20260422_094420_KXWSCL_c001_right_f000937.jpg,741.9,716.9,769.9,743.2,0
20260422_094420_KXWSCL_c001_right_f000937.jpg,854.1,1361.0,882.1,1382.0,0
20260422_094420_KXWSCL_c001_right_f000937.jpg,950.8,1364.7,978.7,1395.6,0
20260422_094420_KXWSCL_c001_right_f000937.jpg,970.1,695.7,998.0,724.5,0
20260422_094420_KXWSCL_c001_right_f000937.jpg,1039.9,758.1,1067.9,786.6,0
20260422_094420_KXWSCL_c001_right_f000937.jpg,1041.1,1361.2,1069.0,1382.1,0
