image,x1,y1,x2,y2,ignore
20260415_060144_KSXGVV_000_f001965.jpg,1664.3,1172.2,1727.6,1244.9,0
20260415_060144_KSXGVV_000_f001965.jpg,1895.0,391.4,1929.7,442.2,0
20260424_031129_FHJUFZ_010_f005340.jpg,211.8,442.8,256.5,497.5,0
20260425_064704_FXSDAS_001_f000915.jpg,1158.2,1190.2,1204.7,1241.8,0
20260425_064704_FXSDAS_001_f010965.jpg,666.3,965.6,714.5,1030.4,0
20260425_064704_FXSDAS_001_f010965.jpg,2081.2,503.8,2114.1,555.7,0
20260507_080211_GWDXBK_005_f000045.jpg,131.1,537.0,209.1,635.6,0
20260507_080211_GWDXBK_005_f000045.jpg,231.2,489.6,266.6,550.3,0
20260507_080211_GWDXBK_005_f000045.jpg,894.2,358.0,936.8,404.7,0
20260507_080211_GWDXBK_005_f000045.jpg,1181.9,436.7,1242.9,509.0,0
20260507_080211_GWDXBK_005_f000045.jpg,1962.3,626.8,2051.4,748.3,0
20260507_080211_GWDXBK_005_f000150.jpg,381.1,168.7,425.8,217.8,0
20260507_080211_GWDXBK_005_f000150.jpg,762.9,181.4,821.1,251.2,0
20260507_080211_GWDXBK_005_f000150.jpg,1442.9,299.1,1531.4,402.7,0
20260507_080211_GWDXBK_005_f005925.jpg,240.7,233.5,318.0,319.7,0
20260507_080211_GWDXBK_005_f005925.jpg,507.7,129.9,587.8,219.5,0
20260507_080211_GWDXBK_005_f005925.jpg,1142.8,74.1,1188.0,114.1,0
20260507_080211_GWDXBK_005_f005925.jpg,1368.2,209.9,1417.1,264.8,0
20260507_080211_GWDXBK_005_f005925.jpg,1521.3,232.1,1562.1,281.1,0
20260507_080211_GWDXBK_005_f005925.jpg,1616.8,270.4,1651.7,307.3,0
20260507_080211_GWDXBK_005_f005925.jpg,1938.8,454.8,1974.1,509.2,0
20260507_080211_GWDXBK_005_f005925.jpg,2003.5,437.9,2051.2,526.3,0
20260507_080211_GWDXBK_005_f005985.jpg,246.1,252.4,325.0,341.9,0
20260507_080211_GWDXBK_005_f005985.jpg,645.8,183.5,721.2,269.2,0
20260507_080211_GWDXBK_005_f005985.jpg,1155.4,139.1,1197.3,195.8,0
20260507_080211_GWDXBK_005_f005985.jpg,1393.3,278.5,1444.3,338.1,0
20260507_080211_GWDXBK_005_f005985.jpg,1551.8,294.2,1611.2,364.3,0
20260507_080211_GWDXBK_005_f005985.jpg,1989.5,517.4,2030.5,581.6,0
20260507_080211_GWDXBK_005_f005985.jpg,2027.9,542.1,2080.1,637.7,0
20260507_080211_GWDXBK_012_f000000.jpg,175.5,422.3,236.5,491.9,0
20260507_080211_GWDXBK_012_f000000.jpg,518.0,342.6,571.5,401.3,0
20260507_080211_GWDXBK_012_f000000.jpg,968.0,549.7,1036.0,654.5,0
20260507_080211_GWDXBK_012_f000000.jpg,998.2,407.6,1036.0,445.4,0
20260507_080211_GWDXBK_012_f000000.jpg,1240.8,527.0,1290.6,574.4,0
20260507_080211_GWDXBK_012_f000465.jpg,407.2,635.2,481.2,710.4,0
20260507_080211_GWDXBK_012_f000465.jpg,517.3,616.9,554.8,668.3,0
20260507_080211_GWDXBK_012_f000465.jpg,1130.5,519.7,1172.4,561.3,0
20260507_080211_GWDXBK_012_f000465.jpg,1452.2,599.2,1506.4,669.3,0
20260507_080211_GWDXBK_012_f000465.jpg,2010.2,750.6,2087.8,830.0,0
20260507_080211_GWDXBK_012_f000525.jpg,662.3,159.6,719.6,214.0,0
20260507_080211_GWDXBK_012_f000525.jpg,1099.5,309.0,1184.7,401.9,0
20260507_080211_GWDXBK_012_f000525.jpg,1852.4,671.9,1943.4,767.2,0
20260507_080211_GWDXBK_012_f000585.jpg,542.4,411.7,590.1,466.5,0
20260507_080211_GWDXBK_012_f000585.jpg,861.6,490.1,928.9,575.6,0
20260507_080211_GWDXBK_012_f000585.jpg,1718.1,637.5,1805.6,734.7,0
20260507_080211_GWDXBK_012_f000720.jpg,135.0,534.7,182.3,597.5,0
20260507_080211_GWDXBK_012_f000720.jpg,625.1,416.0,701.0,502.2,0
20260507_080211_GWDXBK_012_f000720.jpg,1525.3,626.0,1583.0,692.2,0
20260507_080211_GWDXBK_012_f000720.jpg,1880.3,720.0,1927.8,791.3,0
20260507_080211_GWDXBK_012_f000795.jpg,825.0,314.6,883.5,381.8,0
20260507_080211_GWDXBK_012_f000795.jpg,1186.1,284.1,1230.8,327.2,0
20260507_080211_GWDXBK_012_f000795.jpg,1628.7,401.3,1677.1,461.8,0
20260507_080211_GWDXBK_012_f000795.jpg,1691.3,560.9,1757.4,690.6,0
20260507_080211_GWDXBK_012_f000795.jpg,1959.9,590.5,2017.9,642.9,0
20260507_080211_GWDXBK_012_f001140.jpg,594.6,389.1,650.2,455.0,0
20260507_080211_GWDXBK_012_f001140.jpg,688.6,326.4,723.3,374.2,0
20260507_080211_GWDXBK_012_f001140.jpg,1296.9,247.9,1339.3,294.5,0
20260507_080211_GWDXBK_012_f001140.jpg,1624.0,381.2,1681.3,449.6,0
20260507_080211_GWDXBK_012_f001290.jpg,335.9,578.4,389.9,633.3,0
20260507_080211_GWDXBK_012_f001290.jpg,741.5,581.0,805.0,664.4,0
20260507_080211_GWDXBK_012_f001290.jpg,1402.4,574.2,1478.0,667.6,0
20260507_080211_GWDXBK_012_f001290.jpg,2024.7,753.0,2053.3,811.6,0
20260507_080211_GWDXBK_012_f002100.jpg,605.5,57.3,657.4,112.9,0
20260507_080211_GWDXBK_012_f002100.jpg,1086.5,39.5,1158.9,115.7,0
20260507_080211_GWDXBK_012_f002100.jpg,1783.7,199.6,1856.1,274.1,0
20260507_080211_GWDXBK_012_f002355.jpg,231.4,365.5,278.9,422.5,0
20260507_080211_GWDXBK_012_f002355.jpg,683.0,383.3,743.3,460.1,0
20260507_080211_GWDXBK_012_f002355.jpg,1263.9,464.4,1323.9,537.0,0
20260507_080211_GWDXBK_012_f002355.jpg,1892.7,724.2,1949.5,786.3,0
20260507_080211_GWDXBK_012_f002355.jpg,2058.0,785.7,2113.8,839.9,0
20260507_080211_GWDXBK_012_f002460.jpg,354.3,128.3,410.2,190.9,0
20260507_080211_GWDXBK_012_f002460.jpg,748.0,87.9,819.2,171.8,0
20260507_080211_GWDXBK_012_f002460.jpg,1524.6,151.7,1600.0,231.6,0
20260507_080211_GWDXBK_012_f002625.jpg,787.8,298.6,835.5,353.4,0
20260507_080211_GWDXBK_012_f002625.jpg,1153.5,370.4,1222.7,449.8,0
20260507_080211_GWDXBK_012_f002625.jpg,1825.9,498.2,1892.4,578.1,0
20260507_080211_GWDXBK_012_f003345.jpg,379.5,234.2,433.0,294.7,0
20260507_080211_GWDXBK_012_f003345.jpg,805.5,204.5,866.2,285.3,0
20260507_080211_GWDXBK_012_f003345.jpg,1533.5,196.7,1605.9,276.0,0
20260507_080211_GWDXBK_012_f003585.jpg,791.1,162.9,833.2,216.2,0
20260507_080211_GWDXBK_012_f003585.jpg,1219.6,154.7,1284.4,233.9,0
20260507_080211_GWDXBK_012_f003585.jpg,1964.4,292.6,2047.5,387.2,0
20260507_080211_GWDXBK_012_f003870.jpg,546.6,204.5,596.9,257.8,0
20260507_080211_GWDXBK_012_f003870.jpg,977.5,209.6,1042.9,288.6,0
20260507_080211_GWDXBK_012_f003870.jpg,1674.8,299.3,1750.4,386.3,0
20260507_080211_GWDXBK_012_f003945.jpg,436.5,229.3,487.7,285.6,0
20260507_080211_GWDXBK_012_f003945.jpg,839.0,189.1,908.2,272.9,0
20260507_080211_GWDXBK_012_f003945.jpg,1570.0,229.3,1637.3,296.5,0
20260507_080211_GWDXBK_012_f004065.jpg,82.9,621.6,159.9,720.9,0
20260507_080211_GWDXBK_012_f004065.jpg,849.0,473.7,897.9,527.7,0
20260507_080211_GWDXBK_012_f004065.jpg,1223.4,562.7,1286.5,639.4,0
20260507_080211_GWDXBK_012_f004065.jpg,1835.2,692.4,1901.3,763.0,0
20260507_080211_GWDXBK_012_f004140.jpg,772.2,209.6,819.5,262.0,0
20260507_080211_GWDXBK_012_f004140.jpg,1173.8,278.1,1232.0,351.5,0
20260507_080211_GWDXBK_012_f004140.jpg,1819.8,465.7,1885.0,530.3,0
20260507_080211_GWDXBK_012_f004560.jpg,446.5,169.4,486.8,219.4,0
20260507_080211_GWDXBK_012_f004560.jpg,791.5,163.6,858.3,243.8,0
20260507_080211_GWDXBK_012_f004560.jpg,1567.9,243.1,1631.9,317.1,0
20260507_080211_GWDXBK_012_f004560.jpg,2130.1,617.6,2183.7,680.3,0
20260507_080211_GWDXBK_012_f005250.jpg,291.7,497.7,370.4,590.5,0
20260507_080211_GWDXBK_012_f005250.jpg,406.2,476.3,449.1,533.5,0
20260507_080211_GWDXBK_012_f005250.jpg,1083.0,434.2,1131.2,487.9,0
20260507_080211_GWDXBK_012_f005250.jpg,1505.3,606.6,1570.7,679.6,0
20260507_080211_GWDXBK_012_f005250.jpg,2097.5,840.6,2166.2,909.3,0
20260507_080211_GWDXBK_012_f005325.jpg,324.3,429.1,373.2,482.8,0
20260507_080211_GWDXBK_012_f005325.jpg,739.6,412.2,802.9,496.6,0
20260507_080211_GWDXBK_012_f005325.jpg,1330.5,422.3,1398.2,496.1,0
20260507_080211_GWDXBK_012_f005325.jpg,2006.7,644.3,2051.0,705.0,0
20260507_080211_GWDXBK_012_f006015.jpg,222.6,300.0,276.3,366.4,0
20260507_080211_GWDXBK_012_f006015.jpg,692.6,262.9,762.4,348.7,0
20260507_080211_GWDXBK_012_f006015.jpg,1401.9,307.1,1485.7,401.9,0
